condition,correct,example_id,margin,prediction,rank,seed,target
consequent_swap,1,483,14.597769737243652,54,1,23,54
entailed,1,484,11.776174545288086,42,1,23,42
fact_mismatch,1,485,36.245540618896484,6,1,23,6
rule_lhs_mismatch,1,486,31.417301177978516,6,1,23,6
consequent_swap,1,487,13.23094367980957,26,1,23,26
entailed,1,488,14.415879249572754,28,1,23,28
fact_mismatch,1,489,31.993000030517578,6,1,23,6
rule_lhs_mismatch,1,490,21.791704177856445,6,1,23,6
consequent_swap,1,491,10.03981876373291,26,1,23,26
entailed,1,492,12.018786430358887,17,1,23,17
fact_mismatch,1,493,24.925579071044922,6,1,23,6
rule_lhs_mismatch,1,494,16.32942771911621,6,1,23,6
consequent_swap,1,495,11.53727912902832,9,1,23,9
entailed,1,496,9.331942558288574,69,1,23,69
fact_mismatch,1,497,23.979450225830078,6,1,23,6
rule_lhs_mismatch,1,498,29.799991607666016,6,1,23,6
consequent_swap,1,499,13.09739875793457,35,1,23,35
entailed,1,500,10.850092887878418,16,1,23,16
fact_mismatch,1,501,26.780540466308594,6,1,23,6
rule_lhs_mismatch,1,502,29.9761905670166,6,1,23,6
consequent_swap,1,503,16.222007751464844,53,1,23,53
entailed,1,504,12.574230194091797,70,1,23,70
fact_mismatch,1,505,27.55051612854004,6,1,23,6
rule_lhs_mismatch,1,506,23.666336059570312,6,1,23,6
consequent_swap,1,507,13.707529067993164,53,1,23,53
entailed,1,508,10.078104972839355,62,1,23,62
fact_mismatch,1,509,32.408050537109375,6,1,23,6
rule_lhs_mismatch,1,510,20.500944137573242,6,1,23,6
consequent_swap,1,511,7.541150093078613,52,1,23,52
entailed,1,512,10.112985610961914,43,1,23,43
fact_mismatch,1,513,32.40969467163086,6,1,23,6
rule_lhs_mismatch,1,514,36.72990036010742,6,1,23,6
consequent_swap,1,515,6.644584655761719,19,1,23,19
entailed,1,516,9.159855842590332,43,1,23,43
fact_mismatch,1,517,14.715417861938477,6,1,23,6
rule_lhs_mismatch,1,518,29.04294204711914,6,1,23,6
consequent_swap,1,519,12.073862075805664,54,1,23,54
entailed,1,520,10.625694274902344,29,1,23,29
fact_mismatch,1,521,23.022537231445312,6,1,23,6
rule_lhs_mismatch,1,522,26.377832412719727,6,1,23,6
consequent_swap,1,523,12.61837387084961,33,1,23,33
entailed,1,524,9.760035514831543,52,1,23,52
fact_mismatch,1,525,30.209596633911133,6,1,23,6
rule_lhs_mismatch,1,526,22.68287467956543,6,1,23,6
consequent_swap,1,527,11.588665008544922,25,1,23,25
entailed,1,528,10.422191619873047,19,1,23,19
fact_mismatch,1,529,18.12171745300293,6,1,23,6
rule_lhs_mismatch,1,530,18.055316925048828,6,1,23,6
consequent_swap,1,531,8.227625846862793,10,1,23,10
entailed,1,532,10.905576705932617,27,1,23,27
fact_mismatch,1,533,12.316436767578125,6,1,23,6
rule_lhs_mismatch,1,534,22.5889835357666,6,1,23,6
consequent_swap,1,535,9.068811416625977,46,1,23,46
entailed,1,536,11.840407371520996,57,1,23,57
fact_mismatch,1,537,23.284801483154297,6,1,23,6
rule_lhs_mismatch,1,538,36.48528289794922,6,1,23,6
consequent_swap,1,539,11.374602317810059,26,1,23,26
entailed,1,540,8.672489166259766,19,1,23,19
fact_mismatch,1,541,18.510578155517578,6,1,23,6
rule_lhs_mismatch,1,542,33.08488464355469,6,1,23,6
consequent_swap,1,543,6.644584655761719,19,1,23,19
entailed,1,544,8.664770126342773,16,1,23,16
fact_mismatch,1,545,14.527238845825195,6,1,23,6
rule_lhs_mismatch,1,546,19.872108459472656,6,1,23,6
consequent_swap,1,547,7.59262752532959,50,1,23,50
entailed,1,548,11.293006896972656,45,1,23,45
fact_mismatch,1,549,26.075210571289062,6,1,23,6
rule_lhs_mismatch,1,550,15.789828300476074,6,1,23,6
consequent_swap,1,551,10.76378059387207,19,1,23,19
entailed,1,552,5.365932464599609,50,1,23,50
fact_mismatch,1,553,20.412080764770508,6,1,23,6
rule_lhs_mismatch,1,554,28.653594970703125,6,1,23,6
consequent_swap,1,555,11.683649063110352,45,1,23,45
entailed,1,556,10.28233528137207,50,1,23,50
fact_mismatch,1,557,34.05379867553711,6,1,23,6
rule_lhs_mismatch,1,558,31.858978271484375,6,1,23,6
consequent_swap,1,559,8.004239082336426,28,1,23,28
entailed,1,560,8.93110179901123,35,1,23,35
fact_mismatch,1,561,30.15485382080078,6,1,23,6
rule_lhs_mismatch,1,562,27.935819625854492,6,1,23,6
consequent_swap,1,563,7.645777702331543,19,1,23,19
entailed,1,564,7.741964340209961,48,1,23,48
fact_mismatch,1,565,22.830852508544922,6,1,23,6
rule_lhs_mismatch,1,566,23.155731201171875,6,1,23,6
consequent_swap,1,567,12.685724258422852,65,1,23,65
entailed,1,568,8.22744369506836,29,1,23,29
fact_mismatch,1,569,21.451183319091797,6,1,23,6
rule_lhs_mismatch,1,570,20.43418312072754,6,1,23,6
consequent_swap,1,571,12.819127082824707,14,1,23,14
entailed,1,572,7.272674560546875,15,1,23,15
fact_mismatch,1,573,15.985471725463867,6,1,23,6
rule_lhs_mismatch,1,574,31.441431045532227,6,1,23,6
consequent_swap,1,575,15.435540199279785,70,1,23,70
entailed,1,576,13.062040328979492,27,1,23,27
fact_mismatch,1,577,35.48240661621094,6,1,23,6
rule_lhs_mismatch,1,578,31.550827026367188,6,1,23,6
consequent_swap,1,579,11.035829544067383,30,1,23,30
entailed,1,580,11.45732307434082,37,1,23,37
fact_mismatch,1,581,29.149677276611328,6,1,23,6
rule_lhs_mismatch,1,582,26.118976593017578,6,1,23,6
consequent_swap,1,583,10.709672927856445,17,1,23,17
entailed,1,584,11.882731437683105,40,1,23,40
fact_mismatch,1,585,21.309959411621094,6,1,23,6
rule_lhs_mismatch,1,586,25.514448165893555,6,1,23,6
consequent_swap,1,587,13.20642375946045,70,1,23,70
entailed,1,588,10.03981876373291,26,1,23,26
fact_mismatch,1,589,31.113853454589844,6,1,23,6
rule_lhs_mismatch,1,590,31.15485191345215,6,1,23,6
consequent_swap,1,591,7.188076972961426,51,1,23,51
entailed,1,592,12.994695663452148,54,1,23,54
fact_mismatch,1,593,16.572790145874023,6,1,23,6
rule_lhs_mismatch,1,594,27.214717864990234,6,1,23,6
consequent_swap,1,595,10.592784881591797,40,1,23,40
entailed,1,596,10.498519897460938,22,1,23,22
fact_mismatch,1,597,16.283824920654297,6,1,23,6
rule_lhs_mismatch,1,598,27.962276458740234,6,1,23,6
consequent_swap,1,599,12.183897972106934,49,1,23,49
entailed,1,600,11.496190071105957,34,1,23,34
fact_mismatch,1,601,19.91009521484375,6,1,23,6
rule_lhs_mismatch,1,602,17.142539978027344,6,1,23,6
consequent_swap,1,603,4.352478981018066,53,1,23,53
entailed,1,604,13.77739429473877,14,1,23,14
fact_mismatch,1,605,12.034114837646484,6,1,23,6
rule_lhs_mismatch,1,606,9.443111419677734,6,1,23,6
consequent_swap,1,607,10.07442569732666,49,1,23,49
entailed,1,608,10.00861930847168,11,1,23,11
fact_mismatch,1,609,29.811580657958984,6,1,23,6
rule_lhs_mismatch,1,610,15.9496431350708,6,1,23,6
consequent_swap,1,611,12.031505584716797,24,1,23,24
entailed,1,612,14.716562271118164,14,1,23,14
fact_mismatch,1,613,15.91273021697998,6,1,23,6
rule_lhs_mismatch,1,614,26.013389587402344,6,1,23,6
consequent_swap,1,615,11.538968086242676,49,1,23,49
entailed,1,616,12.244601249694824,45,1,23,45
fact_mismatch,1,617,14.980279922485352,6,1,23,6
rule_lhs_mismatch,1,618,28.821918487548828,6,1,23,6
consequent_swap,1,619,11.583765029907227,16,1,23,16
entailed,1,620,9.04403018951416,66,1,23,66
fact_mismatch,1,621,29.565208435058594,6,1,23,6
rule_lhs_mismatch,1,622,20.920448303222656,6,1,23,6
consequent_swap,1,623,10.060331344604492,28,1,23,28
entailed,1,624,9.44562816619873,18,1,23,18
fact_mismatch,1,625,25.94237518310547,6,1,23,6
rule_lhs_mismatch,1,626,28.282455444335938,6,1,23,6
consequent_swap,1,627,10.746992111206055,17,1,23,17
entailed,1,628,9.064962387084961,47,1,23,47
fact_mismatch,1,629,19.442251205444336,6,1,23,6
rule_lhs_mismatch,1,630,9.726680755615234,6,1,23,6
consequent_swap,1,631,15.435540199279785,70,1,23,70
entailed,1,632,8.504741668701172,31,1,23,31
fact_mismatch,1,633,27.428951263427734,6,1,23,6
rule_lhs_mismatch,1,634,18.050832748413086,6,1,23,6
consequent_swap,1,635,8.326516151428223,61,1,23,61
entailed,1,636,7.215021133422852,14,1,23,14
fact_mismatch,1,637,18.839258193969727,6,1,23,6
rule_lhs_mismatch,1,638,34.65442657470703,6,1,23,6
consequent_swap,1,639,9.864823341369629,31,1,23,31
entailed,1,640,8.413793563842773,67,1,23,67
fact_mismatch,1,641,26.986875534057617,6,1,23,6
rule_lhs_mismatch,1,642,29.444686889648438,6,1,23,6
consequent_swap,1,643,11.85168743133545,18,1,23,18
entailed,1,644,11.131692886352539,31,1,23,31
fact_mismatch,1,645,14.113983154296875,6,1,23,6
rule_lhs_mismatch,1,646,25.189931869506836,6,1,23,6
consequent_swap,1,647,10.310033798217773,47,1,23,47
entailed,1,648,12.325698852539062,56,1,23,56
fact_mismatch,1,649,16.953907012939453,6,1,23,6
rule_lhs_mismatch,1,650,18.309566497802734,6,1,23,6
consequent_swap,1,651,8.635242462158203,31,1,23,31
entailed,1,652,7.582775115966797,20,1,23,20
fact_mismatch,1,653,34.042911529541016,6,1,23,6
rule_lhs_mismatch,1,654,28.632671356201172,6,1,23,6
consequent_swap,1,655,7.552755355834961,63,1,23,63
entailed,1,656,12.333413124084473,57,1,23,57
fact_mismatch,1,657,27.863834381103516,6,1,23,6
rule_lhs_mismatch,1,658,21.651838302612305,6,1,23,6
consequent_swap,1,659,8.62742805480957,63,1,23,63
entailed,1,660,12.019984245300293,51,1,23,51
fact_mismatch,1,661,31.868526458740234,6,1,23,6
rule_lhs_mismatch,1,662,24.143115997314453,6,1,23,6
consequent_swap,1,663,11.81836223602295,54,1,23,54
entailed,1,664,11.543207168579102,68,1,23,68
fact_mismatch,1,665,25.738265991210938,6,1,23,6
rule_lhs_mismatch,1,666,4.89747428894043,6,1,23,6
consequent_swap,1,667,11.79581069946289,57,1,23,57
entailed,1,668,10.36214828491211,38,1,23,38
fact_mismatch,1,669,27.00461196899414,6,1,23,6
rule_lhs_mismatch,1,670,28.96597671508789,6,1,23,6
consequent_swap,1,671,10.909586906433105,36,1,23,36
entailed,1,672,8.26346206665039,66,1,23,66
fact_mismatch,1,673,20.147985458374023,6,1,23,6
rule_lhs_mismatch,1,674,16.787410736083984,6,1,23,6
consequent_swap,1,675,12.722858428955078,35,1,23,35
entailed,1,676,10.476921081542969,16,1,23,16
fact_mismatch,1,677,18.29969024658203,6,1,23,6
rule_lhs_mismatch,1,678,30.73050308227539,6,1,23,6
consequent_swap,1,679,11.151189804077148,68,1,23,68
entailed,1,680,12.24484634399414,9,1,23,9
fact_mismatch,1,681,15.048727035522461,6,1,23,6
rule_lhs_mismatch,1,682,34.81507873535156,6,1,23,6
consequent_swap,1,683,10.028983116149902,57,1,23,57
entailed,1,684,11.061501502990723,40,1,23,40
fact_mismatch,1,685,21.780811309814453,6,1,23,6
rule_lhs_mismatch,1,686,17.46109962463379,6,1,23,6
consequent_swap,1,687,10.574951171875,65,1,23,65
entailed,1,688,12.319530487060547,14,1,23,14
fact_mismatch,1,689,14.52798080444336,6,1,23,6
rule_lhs_mismatch,1,690,24.784801483154297,6,1,23,6
consequent_swap,1,691,10.127737998962402,31,1,23,31
entailed,1,692,9.515069961547852,24,1,23,24
fact_mismatch,1,693,19.929752349853516,6,1,23,6
rule_lhs_mismatch,1,694,25.339162826538086,6,1,23,6
consequent_swap,1,695,6.364839553833008,8,1,23,8
entailed,1,696,11.09183120727539,24,1,23,24
fact_mismatch,1,697,17.61611557006836,6,1,23,6
rule_lhs_mismatch,1,698,31.86611557006836,6,1,23,6
consequent_swap,1,699,11.085991859436035,49,1,23,49
entailed,1,700,9.529793739318848,59,1,23,59
fact_mismatch,1,701,30.38408660888672,6,1,23,6
rule_lhs_mismatch,1,702,16.351802825927734,6,1,23,6
consequent_swap,1,703,16.222007751464844,53,1,23,53
entailed,1,704,9.315434455871582,64,1,23,64
fact_mismatch,1,705,29.676301956176758,6,1,23,6
rule_lhs_mismatch,1,706,31.529077529907227,6,1,23,6
consequent_swap,1,707,10.721433639526367,39,1,23,39
entailed,1,708,10.422191619873047,19,1,23,19
fact_mismatch,1,709,31.25104522705078,6,1,23,6
rule_lhs_mismatch,1,710,22.53628158569336,6,1,23,6
consequent_swap,1,711,12.68439769744873,17,1,23,17
entailed,1,712,13.651455879211426,24,1,23,24
fact_mismatch,1,713,11.885602951049805,6,1,23,6
rule_lhs_mismatch,1,714,31.75873565673828,6,1,23,6
consequent_swap,1,715,9.30614185333252,29,1,23,29
entailed,1,716,9.025188446044922,48,1,23,48
fact_mismatch,1,717,27.767959594726562,6,1,23,6
rule_lhs_mismatch,1,718,21.745527267456055,6,1,23,6
consequent_swap,1,719,9.027355194091797,46,1,23,46
entailed,1,720,8.703655242919922,52,1,23,52
fact_mismatch,1,721,9.282094955444336,6,1,23,6
rule_lhs_mismatch,1,722,14.463953018188477,6,1,23,6
consequent_swap,1,723,9.343302726745605,59,1,23,59
entailed,1,724,14.934718132019043,55,1,23,55
fact_mismatch,1,725,27.19080352783203,6,1,23,6
rule_lhs_mismatch,1,726,25.65561294555664,6,1,23,6
consequent_swap,1,727,9.776969909667969,36,1,23,36
entailed,1,728,8.289643287658691,63,1,23,63
fact_mismatch,1,729,26.7706298828125,6,1,23,6
rule_lhs_mismatch,1,730,31.671344757080078,6,1,23,6
consequent_swap,1,731,8.813090324401855,41,1,23,41
entailed,1,732,12.159567832946777,47,1,23,47
fact_mismatch,1,733,31.0435733795166,6,1,23,6
rule_lhs_mismatch,1,734,18.599945068359375,6,1,23,6
consequent_swap,1,735,9.286300659179688,41,1,23,41
entailed,1,736,13.485270500183105,47,1,23,47
fact_mismatch,1,737,26.882965087890625,6,1,23,6
rule_lhs_mismatch,1,738,23.41794776916504,6,1,23,6
consequent_swap,1,739,13.485270500183105,47,1,23,47
entailed,1,740,10.045907974243164,52,1,23,52
fact_mismatch,1,741,25.782184600830078,6,1,23,6
rule_lhs_mismatch,1,742,18.72305679321289,6,1,23,6
consequent_swap,1,743,9.725015640258789,61,1,23,61
entailed,1,744,6.082069396972656,62,1,23,62
fact_mismatch,1,745,13.870018005371094,6,1,23,6
rule_lhs_mismatch,1,746,24.33899688720703,6,1,23,6
consequent_swap,1,747,9.575234413146973,31,1,23,31
entailed,1,748,12.319530487060547,14,1,23,14
fact_mismatch,1,749,17.72861099243164,6,1,23,6
rule_lhs_mismatch,1,750,29.873291015625,6,1,23,6
consequent_swap,1,751,10.4644775390625,20,1,23,20
entailed,1,752,10.117676734924316,65,1,23,65
fact_mismatch,1,753,29.67166519165039,6,1,23,6
rule_lhs_mismatch,1,754,16.52164077758789,6,1,23,6
consequent_swap,1,755,10.699040412902832,64,1,23,64
entailed,1,756,9.585698127746582,61,1,23,61
fact_mismatch,1,757,23.66059684753418,6,1,23,6
rule_lhs_mismatch,1,758,21.899765014648438,6,1,23,6
consequent_swap,1,759,8.262139320373535,59,1,23,59
entailed,1,760,10.414464950561523,30,1,23,30
fact_mismatch,1,761,27.316640853881836,6,1,23,6
rule_lhs_mismatch,1,762,29.082935333251953,6,1,23,6
consequent_swap,1,763,9.907609939575195,36,1,23,36
entailed,1,764,9.346421241760254,63,1,23,63
fact_mismatch,1,765,26.078235626220703,6,1,23,6
rule_lhs_mismatch,1,766,19.696735382080078,6,1,23,6
consequent_swap,1,767,8.5211763381958,34,1,23,34
entailed,1,768,14.589518547058105,55,1,23,55
fact_mismatch,1,769,12.955362319946289,6,1,23,6
rule_lhs_mismatch,1,770,2.3547096252441406,6,1,23,6
consequent_swap,1,771,11.529279708862305,45,1,23,45
entailed,1,772,13.459903717041016,7,1,23,7
fact_mismatch,1,773,14.909172058105469,6,1,23,6
rule_lhs_mismatch,1,774,36.86793518066406,6,1,23,6
consequent_swap,1,775,11.84627628326416,47,1,23,47
entailed,1,776,9.55120849609375,15,1,23,15
fact_mismatch,1,777,12.530319213867188,6,1,23,6
rule_lhs_mismatch,1,778,30.771617889404297,6,1,23,6
consequent_swap,1,779,11.432965278625488,7,1,23,7
entailed,1,780,15.252845764160156,70,1,23,70
fact_mismatch,1,781,27.456974029541016,6,1,23,6
rule_lhs_mismatch,1,782,29.9141845703125,6,1,23,6
consequent_swap,1,783,11.95500373840332,23,1,23,23
entailed,1,784,12.059540748596191,32,1,23,32
fact_mismatch,1,785,25.821622848510742,6,1,23,6
rule_lhs_mismatch,1,786,31.614654541015625,6,1,23,6
consequent_swap,1,787,7.896346092224121,10,1,23,10
entailed,1,788,10.985773086547852,17,1,23,17
fact_mismatch,1,789,29.88339614868164,6,1,23,6
rule_lhs_mismatch,1,790,35.661869049072266,6,1,23,6
consequent_swap,1,791,7.779138565063477,28,1,23,28
entailed,1,792,12.722858428955078,35,1,23,35
fact_mismatch,1,793,34.191287994384766,6,1,23,6
rule_lhs_mismatch,1,794,24.19085693359375,6,1,23,6
consequent_swap,1,795,9.857664108276367,61,1,23,61
entailed,1,796,10.447585105895996,25,1,23,25
fact_mismatch,1,797,27.317136764526367,6,1,23,6
rule_lhs_mismatch,1,798,36.101219177246094,6,1,23,6
consequent_swap,1,799,11.746414184570312,30,1,23,30
entailed,1,800,8.862665176391602,63,1,23,63
fact_mismatch,1,801,29.614809036254883,6,1,23,6
rule_lhs_mismatch,1,802,22.347658157348633,6,1,23,6
consequent_swap,1,803,10.346735954284668,64,1,23,64
entailed,1,804,9.036920547485352,10,1,23,10
fact_mismatch,1,805,20.153827667236328,6,1,23,6
rule_lhs_mismatch,1,806,11.13064193725586,6,1,23,6
consequent_swap,1,807,8.733416557312012,41,1,23,41
entailed,1,808,10.35988998413086,24,1,23,24
fact_mismatch,1,809,36.1846923828125,6,1,23,6
rule_lhs_mismatch,1,810,26.384845733642578,6,1,23,6
consequent_swap,1,811,10.422191619873047,19,1,23,19
entailed,1,812,7.215021133422852,14,1,23,14
fact_mismatch,1,813,26.82477569580078,6,1,23,6
rule_lhs_mismatch,1,814,27.6287899017334,6,1,23,6
consequent_swap,1,815,11.140789031982422,36,1,23,36
entailed,1,816,12.349788665771484,45,1,23,45
fact_mismatch,1,817,12.99398422241211,6,1,23,6
rule_lhs_mismatch,1,818,25.886962890625,6,1,23,6
consequent_swap,1,819,7.822585105895996,59,1,23,59
entailed,1,820,9.169347763061523,17,1,23,17
fact_mismatch,1,821,37.2153434753418,6,1,23,6
rule_lhs_mismatch,1,822,36.03468322753906,6,1,23,6
consequent_swap,1,823,10.721433639526367,39,1,23,39
entailed,1,824,10.096097946166992,18,1,23,18
fact_mismatch,1,825,29.070960998535156,6,1,23,6
rule_lhs_mismatch,1,826,30.819950103759766,6,1,23,6
consequent_swap,1,827,12.61935043334961,44,1,23,44
entailed,1,828,8.739944458007812,11,1,23,11
fact_mismatch,1,829,19.088396072387695,6,1,23,6
rule_lhs_mismatch,1,830,25.074914932250977,6,1,23,6
consequent_swap,1,831,11.023386001586914,45,1,23,45
entailed,1,832,12.587577819824219,30,1,23,30
fact_mismatch,1,833,17.624370574951172,6,1,23,6
rule_lhs_mismatch,0,834,-4.333711624145508,28,2,23,6
consequent_swap,1,835,9.91890811920166,38,1,23,38
entailed,1,836,8.671051979064941,61,1,23,61
fact_mismatch,1,837,29.44166374206543,6,1,23,6
rule_lhs_mismatch,1,838,23.7872314453125,6,1,23,6
consequent_swap,1,839,13.426847457885742,56,1,23,56
entailed,1,840,15.757888793945312,55,1,23,55
fact_mismatch,1,841,23.65121078491211,6,1,23,6
rule_lhs_mismatch,1,842,28.837404251098633,6,1,23,6
consequent_swap,1,843,11.152521133422852,63,1,23,63
entailed,1,844,10.433874130249023,44,1,23,44
fact_mismatch,1,845,20.282880783081055,6,1,23,6
rule_lhs_mismatch,1,846,22.240497589111328,6,1,23,6
consequent_swap,1,847,14.650762557983398,54,1,23,54
entailed,1,848,11.352437973022461,17,1,23,17
fact_mismatch,1,849,22.066455841064453,6,1,23,6
rule_lhs_mismatch,1,850,17.80739974975586,6,1,23,6
consequent_swap,1,851,10.161386489868164,62,1,23,62
entailed,1,852,9.463459014892578,15,1,23,15
fact_mismatch,1,853,22.757247924804688,6,1,23,6
rule_lhs_mismatch,1,854,32.36181640625,6,1,23,6
consequent_swap,1,855,9.741455078125,20,1,23,20
entailed,1,856,7.889320373535156,26,1,23,26
fact_mismatch,1,857,26.746366500854492,6,1,23,6
rule_lhs_mismatch,1,858,14.772970199584961,6,1,23,6
consequent_swap,1,859,9.876794815063477,65,1,23,65
entailed,1,860,12.349788665771484,45,1,23,45
fact_mismatch,1,861,4.883842468261719,6,1,23,6
rule_lhs_mismatch,1,862,32.65879440307617,6,1,23,6
consequent_swap,1,863,10.384925842285156,18,1,23,18
entailed,1,864,8.537781715393066,22,1,23,22
fact_mismatch,1,865,29.421096801757812,6,1,23,6
rule_lhs_mismatch,1,866,31.699098587036133,6,1,23,6
consequent_swap,1,867,11.616984367370605,11,1,23,11
entailed,1,868,12.399478912353516,34,1,23,34
fact_mismatch,1,869,35.2419548034668,6,1,23,6
rule_lhs_mismatch,1,870,24.873363494873047,6,1,23,6
consequent_swap,1,871,13.725049018859863,28,1,23,28
entailed,1,872,11.040170669555664,68,1,23,68
fact_mismatch,1,873,14.31207275390625,6,1,23,6
rule_lhs_mismatch,1,874,35.4857177734375,6,1,23,6
consequent_swap,1,875,10.821800231933594,23,1,23,23
entailed,1,876,11.466960906982422,69,1,23,69
fact_mismatch,1,877,26.607925415039062,6,1,23,6
rule_lhs_mismatch,1,878,6.250186920166016,6,1,23,6
consequent_swap,1,879,12.018786430358887,17,1,23,17
entailed,1,880,7.306678771972656,41,1,23,41
fact_mismatch,1,881,14.144420623779297,6,1,23,6
rule_lhs_mismatch,1,882,22.254972457885742,6,1,23,6
consequent_swap,1,883,10.097150802612305,65,1,23,65
entailed,1,884,9.5867280960083,39,1,23,39
fact_mismatch,1,885,17.249250411987305,6,1,23,6
rule_lhs_mismatch,1,886,14.848371505737305,6,1,23,6
consequent_swap,1,887,7.474782943725586,19,1,23,19
entailed,1,888,9.515069961547852,24,1,23,24
fact_mismatch,1,889,22.806720733642578,6,1,23,6
rule_lhs_mismatch,1,890,19.40134048461914,6,1,23,6
consequent_swap,1,891,15.435540199279785,70,1,23,70
entailed,1,892,10.2643404006958,11,1,23,11
fact_mismatch,1,893,29.25318145751953,6,1,23,6
rule_lhs_mismatch,1,894,29.09848403930664,6,1,23,6
consequent_swap,1,895,9.317144393920898,30,1,23,30
entailed,1,896,12.358078956604004,32,1,23,32
fact_mismatch,1,897,32.047027587890625,6,1,23,6
rule_lhs_mismatch,1,898,29.970504760742188,6,1,23,6
consequent_swap,1,899,11.3994779586792,45,1,23,45
entailed,1,900,10.221794128417969,11,1,23,11
fact_mismatch,1,901,26.807178497314453,6,1,23,6
rule_lhs_mismatch,1,902,17.905349731445312,6,1,23,6
consequent_swap,1,903,8.812995910644531,8,1,23,8
entailed,1,904,8.929010391235352,15,1,23,15
fact_mismatch,1,905,37.968238830566406,6,1,23,6
rule_lhs_mismatch,1,906,19.659194946289062,6,1,23,6
consequent_swap,1,907,9.845382690429688,8,1,23,8
entailed,1,908,9.723045349121094,18,1,23,18
fact_mismatch,1,909,23.162303924560547,6,1,23,6
rule_lhs_mismatch,1,910,16.737565994262695,6,1,23,6
consequent_swap,1,911,9.723045349121094,18,1,23,18
entailed,1,912,7.836820602416992,48,1,23,48
fact_mismatch,1,913,28.894275665283203,6,1,23,6
rule_lhs_mismatch,1,914,25.03656005859375,6,1,23,6
consequent_swap,1,915,11.040170669555664,68,1,23,68
entailed,1,916,10.346735954284668,64,1,23,64
fact_mismatch,1,917,33.58333206176758,6,1,23,6
rule_lhs_mismatch,1,918,23.470409393310547,6,1,23,6
consequent_swap,1,919,8.829001426696777,29,1,23,29
entailed,1,920,12.61935043334961,44,1,23,44
fact_mismatch,1,921,10.208805084228516,6,1,23,6
rule_lhs_mismatch,1,922,23.994598388671875,6,1,23,6
consequent_swap,1,923,15.984041213989258,53,1,23,53
entailed,1,924,11.023386001586914,45,1,23,45
fact_mismatch,1,925,29.71558380126953,6,1,23,6
rule_lhs_mismatch,1,926,19.16653060913086,6,1,23,6
consequent_swap,1,927,9.34496784210205,36,1,23,36
entailed,1,928,7.622820854187012,19,1,23,19
fact_mismatch,1,929,30.924179077148438,6,1,23,6
rule_lhs_mismatch,1,930,4.713293075561523,6,1,23,6
consequent_swap,1,931,12.437541961669922,54,1,23,54
entailed,1,932,9.113801002502441,69,1,23,69
fact_mismatch,1,933,25.36691665649414,6,1,23,6
rule_lhs_mismatch,1,934,31.63835906982422,6,1,23,6
consequent_swap,1,935,11.09142780303955,8,1,23,8
entailed,1,936,10.174211502075195,65,1,23,65
fact_mismatch,1,937,18.23670196533203,6,1,23,6
rule_lhs_mismatch,1,938,29.89734649658203,6,1,23,6
consequent_swap,1,939,9.064962387084961,47,1,23,47
entailed,1,940,7.649523735046387,65,1,23,65
fact_mismatch,1,941,15.453422546386719,6,1,23,6
rule_lhs_mismatch,1,942,37.082576751708984,6,1,23,6
consequent_swap,1,943,9.302614212036133,36,1,23,36
entailed,1,944,7.34964656829834,59,1,23,59
fact_mismatch,1,945,18.83259391784668,6,1,23,6
rule_lhs_mismatch,1,946,36.752044677734375,6,1,23,6
consequent_swap,1,947,7.938176155090332,61,1,23,61
entailed,1,948,12.86512279510498,28,1,23,28
fact_mismatch,1,949,29.349382400512695,6,1,23,6
rule_lhs_mismatch,1,950,33.12986373901367,6,1,23,6
consequent_swap,1,951,6.4917449951171875,48,1,23,48
entailed,1,952,11.140789031982422,36,1,23,36
fact_mismatch,1,953,26.55292510986328,6,1,23,6
rule_lhs_mismatch,1,954,27.930316925048828,6,1,23,6
consequent_swap,1,955,10.73849868774414,63,1,23,63
entailed,1,956,10.721433639526367,39,1,23,39
fact_mismatch,1,957,28.492231369018555,6,1,23,6
rule_lhs_mismatch,1,958,16.26272964477539,6,1,23,6
consequent_swap,1,959,10.310033798217773,47,1,23,47
entailed,1,960,9.346421241760254,63,1,23,63
fact_mismatch,1,961,22.283790588378906,6,1,23,6
rule_lhs_mismatch,1,962,15.013803482055664,6,1,23,6
consequent_swap,1,963,11.09142780303955,8,1,23,8
entailed,1,964,8.814569473266602,15,1,23,15
fact_mismatch,1,965,14.987207412719727,6,1,23,6
rule_lhs_mismatch,1,966,26.28748321533203,6,1,23,6
consequent_swap,1,967,7.520567893981934,59,1,23,59
entailed,1,968,9.346421241760254,63,1,23,63
fact_mismatch,1,969,31.031299591064453,6,1,23,6
rule_lhs_mismatch,1,970,25.660974502563477,6,1,23,6
consequent_swap,1,971,16.222007751464844,53,1,23,53
entailed,1,972,9.205663681030273,11,1,23,11
fact_mismatch,1,973,19.321428298950195,6,1,23,6
rule_lhs_mismatch,1,974,28.988807678222656,6,1,23,6
consequent_swap,1,975,8.878559112548828,10,1,23,10
entailed,1,976,13.230642318725586,27,1,23,27
fact_mismatch,1,977,16.58266258239746,6,1,23,6
rule_lhs_mismatch,1,978,11.375049591064453,6,1,23,6
consequent_swap,1,979,11.80811882019043,38,1,23,38
entailed,1,980,8.223747253417969,57,1,23,57
fact_mismatch,1,981,31.18355941772461,6,1,23,6
rule_lhs_mismatch,1,982,30.040931701660156,6,1,23,6
consequent_swap,1,983,11.12364387512207,42,1,23,42
entailed,1,984,11.374602317810059,26,1,23,26
fact_mismatch,1,985,27.13077735900879,6,1,23,6
