example_id,final_correct,first_top1_boundary,model_seed,predictive_order,settling_delay,stable_top1_boundary,stage
test:arbitrary:t3:prandomized:c1:i0,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c6:i1,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c11:i2,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c12:i3,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c1:i4,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c6:i5,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c11:i6,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c12:i7,1,4,23,4,0,4,s2
test:arbitrary:t3:prandomized:c1:i8,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c6:i9,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c11:i10,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c12:i11,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c1:i12,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c6:i13,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c11:i14,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c12:i15,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c1:i16,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c6:i17,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c11:i18,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c12:i19,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c1:i20,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c6:i21,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c11:i22,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c12:i23,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c1:i24,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c6:i25,1,4,23,4,0,4,s2
test:arbitrary:t3:prandomized:c11:i26,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c12:i27,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c1:i28,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c6:i29,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c11:i30,0,-1,23,4,-1,-1,s2
test:arbitrary:t3:prandomized:c12:i31,0,-1,23,4,-1,-1,s2
test:l1:t0:paligned:c0:i0,1,1,11,1,0,1,s3
test:l1:t0:paligned:c5:i1,1,3,11,1,0,3,s3
test:l1:t0:paligned:c15:i3,1,3,11,1,0,3,s3
test:l1:t0:paligned:c20:i4,1,1,11,1,0,1,s3
test:l1:t0:paligned:c30:i6,1,1,11,1,0,1,s3
test:l1:t0:paligned:c35:i7,1,3,11,1,0,3,s3
test:l1:t0:paligned:c45:i9,1,3,11,1,0,3,s3
test:l1:t0:paligned:c50:i10,1,1,11,1,0,1,s3
test:l1:t0:paligned:c60:i12,1,1,11,1,0,1,s3
test:l1:t0:paligned:c0:i13,1,1,11,1,0,1,s3
test:l1:t0:paligned:c10:i15,1,1,11,1,0,1,s3
test:l1:t0:paligned:c15:i16,1,3,11,1,0,3,s3
test:l1:t0:paligned:c25:i18,1,3,11,1,0,3,s3
test:l1:t0:paligned:c30:i19,1,1,11,1,0,1,s3
test:l1:t0:paligned:c40:i21,1,1,11,1,0,1,s3
test:l1:t0:paligned:c45:i22,1,3,11,1,0,3,s3
test:l1:t0:paligned:c55:i24,1,3,11,1,0,3,s3
test:l1:t0:paligned:c60:i25,1,1,11,1,0,1,s3
test:l1:t0:paligned:c5:i27,1,3,11,1,0,3,s3
test:l1:t0:paligned:c10:i28,1,1,11,1,0,1,s3
test:l1:t0:paligned:c20:i30,1,1,11,1,0,1,s3
test:l1:t0:paligned:c25:i31,1,3,11,1,0,3,s3
test:l1:t0:prandomized:c5:i1,1,3,11,1,0,3,s3
test:l1:t0:prandomized:c10:i2,1,1,11,1,0,1,s3
test:l1:t0:prandomized:c20:i4,1,1,11,1,0,1,s3
test:l1:t0:prandomized:c25:i5,1,3,11,1,0,3,s3
test:l1:t0:prandomized:c35:i7,1,3,11,1,0,3,s3
test:l1:t0:prandomized:c40:i8,1,2,11,1,0,2,s3
test:l1:t0:prandomized:c50:i10,1,1,11,1,0,1,s3
test:l1:t0:prandomized:c55:i11,1,3,11,1,0,3,s3
test:l1:t0:prandomized:c0:i13,1,1,11,1,0,1,s3
test:l1:t0:prandomized:c5:i14,1,3,11,1,0,3,s3
test:l1:t0:prandomized:c15:i16,1,3,11,1,0,3,s3
test:l1:t0:prandomized:c20:i17,1,1,11,1,0,1,s3
test:l1:t0:prandomized:c30:i19,1,1,11,1,0,1,s3
test:l1:t0:prandomized:c35:i20,1,3,11,1,0,3,s3
test:l1:t0:prandomized:c45:i22,1,3,11,1,0,3,s3
test:l1:t0:prandomized:c50:i23,1,1,11,1,0,1,s3
test:l1:t0:prandomized:c60:i25,1,1,11,1,0,1,s3
test:l1:t0:prandomized:c0:i26,1,1,11,1,0,1,s3
test:l1:t0:prandomized:c10:i28,1,1,11,1,0,1,s3
test:l1:t0:prandomized:c15:i29,1,3,11,1,0,3,s3
test:l1:t0:prandomized:c25:i31,1,3,11,1,0,3,s3
test:l1:t1:paligned:c0:i0,1,1,11,1,0,1,s3
test:l1:t1:paligned:c10:i2,1,1,11,1,0,1,s3
test:l1:t1:paligned:c15:i3,1,3,11,1,0,3,s3
test:l1:t1:paligned:c25:i5,1,3,11,1,0,3,s3
test:l1:t1:paligned:c30:i6,1,1,11,1,0,1,s3
test:l1:t1:paligned:c40:i8,1,1,11,1,0,1,s3
test:l1:t1:paligned:c45:i9,1,3,11,1,0,3,s3
test:l1:t1:paligned:c55:i11,1,3,11,1,0,3,s3
test:l1:t1:paligned:c60:i12,1,1,11,1,0,1,s3
test:l1:t1:paligned:c5:i14,1,3,11,1,0,3,s3
test:l1:t1:paligned:c10:i15,1,1,11,1,0,1,s3
test:l1:t1:paligned:c20:i17,1,1,11,1,0,1,s3
test:l1:t1:paligned:c25:i18,1,3,11,1,0,3,s3
test:l1:t1:paligned:c35:i20,1,3,11,1,0,3,s3
test:l1:t1:paligned:c40:i21,1,1,11,1,0,1,s3
test:l1:t1:paligned:c50:i23,1,1,11,1,0,1,s3
test:l1:t1:paligned:c55:i24,1,3,11,1,0,3,s3
test:l1:t1:paligned:c0:i26,1,1,11,1,0,1,s3
test:l1:t1:paligned:c5:i27,1,3,11,1,0,3,s3
test:l1:t1:paligned:c15:i29,1,3,11,1,0,3,s3
test:l1:t1:paligned:c20:i30,1,1,11,1,0,1,s3
test:l1:t1:prandomized:c0:i0,1,1,11,1,0,1,s3
test:l1:t1:prandomized:c5:i1,1,3,11,1,0,3,s3
test:l1:t1:prandomized:c15:i3,1,3,11,1,0,3,s3
test:l1:t1:prandomized:c20:i4,1,1,11,1,0,1,s3
test:l1:t1:prandomized:c30:i6,1,1,11,1,0,1,s3
test:l1:t1:prandomized:c35:i7,1,3,11,1,0,3,s3
test:l1:t1:prandomized:c45:i9,1,3,11,1,0,3,s3
test:l1:t1:prandomized:c50:i10,1,1,11,1,0,1,s3
test:l1:t1:prandomized:c60:i12,1,1,11,1,0,1,s3
test:l1:t1:prandomized:c0:i13,1,1,11,1,0,1,s3
test:l1:t1:prandomized:c10:i15,1,1,11,1,0,1,s3
test:l1:t1:prandomized:c15:i16,1,3,11,1,0,3,s3
test:l1:t1:prandomized:c25:i18,1,3,11,1,0,3,s3
test:l1:t1:prandomized:c30:i19,1,1,11,1,0,1,s3
test:l1:t1:prandomized:c40:i21,1,1,11,1,0,1,s3
test:l1:t1:prandomized:c45:i22,1,3,11,1,0,3,s3
test:l1:t1:prandomized:c55:i24,1,3,11,1,0,3,s3
test:l1:t1:prandomized:c60:i25,1,1,11,1,0,1,s3
test:l1:t1:prandomized:c5:i27,1,3,11,1,0,3,s3
test:l1:t1:prandomized:c10:i28,1,1,11,1,0,1,s3
test:l1:t1:prandomized:c20:i30,1,1,11,1,0,1,s3
test:l1:t1:prandomized:c25:i31,1,3,11,1,0,3,s3
test:l1:t2:paligned:c5:i1,1,3,11,1,0,3,s3
test:l1:t2:paligned:c10:i2,1,1,11,1,0,1,s3
test:l1:t2:paligned:c20:i4,1,1,11,1,0,1,s3
test:l1:t2:paligned:c25:i5,1,3,11,1,0,3,s3
test:l1:t2:paligned:c35:i7,1,3,11,1,0,3,s3
test:l1:t2:paligned:c40:i8,1,2,11,1,0,2,s3
test:l1:t2:paligned:c50:i10,1,1,11,1,0,1,s3
test:l1:t2:paligned:c55:i11,1,3,11,1,0,3,s3
test:l1:t2:paligned:c0:i13,1,1,11,1,0,1,s3
test:l1:t2:paligned:c5:i14,1,3,11,1,0,3,s3
test:l1:t2:paligned:c15:i16,1,3,11,1,0,3,s3
test:l1:t2:paligned:c20:i17,1,1,11,1,0,1,s3
test:l1:t2:paligned:c30:i19,1,1,11,1,0,1,s3
test:l1:t2:paligned:c35:i20,1,3,11,1,0,3,s3
test:l1:t2:paligned:c45:i22,1,3,11,1,0,3,s3
test:l1:t2:paligned:c50:i23,1,1,11,1,0,1,s3
test:l1:t2:paligned:c60:i25,1,1,11,1,0,1,s3
test:l1:t2:paligned:c0:i26,1,1,11,1,0,1,s3
test:l1:t2:paligned:c10:i28,1,1,11,1,0,1,s3
test:l1:t2:paligned:c15:i29,1,3,11,1,0,3,s3
test:l1:t2:paligned:c25:i31,1,3,11,1,0,3,s3
test:l1:t2:prandomized:c0:i0,1,1,11,1,0,1,s3
test:l1:t2:prandomized:c10:i2,1,1,11,1,0,1,s3
test:l1:t2:prandomized:c15:i3,1,3,11,1,0,3,s3
test:l1:t2:prandomized:c25:i5,1,3,11,1,0,3,s3
test:l1:t2:prandomized:c30:i6,1,1,11,1,0,1,s3
test:l1:t2:prandomized:c40:i8,1,2,11,1,0,2,s3
test:l1:t2:prandomized:c45:i9,1,3,11,1,0,3,s3
test:l1:t2:prandomized:c55:i11,1,3,11,1,0,3,s3
test:l1:t2:prandomized:c60:i12,1,1,11,1,0,1,s3
test:l1:t2:prandomized:c5:i14,1,3,11,1,0,3,s3
test:l1:t2:prandomized:c10:i15,1,1,11,1,0,1,s3
test:l1:t2:prandomized:c20:i17,1,1,11,1,0,1,s3
test:l1:t2:prandomized:c25:i18,1,3,11,1,0,3,s3
test:l1:t2:prandomized:c35:i20,1,3,11,1,0,3,s3
test:l1:t2:prandomized:c40:i21,1,1,11,1,0,1,s3
test:l1:t2:prandomized:c50:i23,1,1,11,1,0,1,s3
test:l1:t2:prandomized:c55:i24,1,3,11,1,0,3,s3
test:l1:t2:prandomized:c0:i26,1,1,11,1,0,1,s3
test:l1:t2:prandomized:c5:i27,1,3,11,1,0,3,s3
test:l1:t2:prandomized:c15:i29,1,3,11,1,0,3,s3
test:l1:t2:prandomized:c20:i30,1,1,11,1,0,1,s3
test:l1:t3:paligned:c0:i0,1,1,11,1,0,1,s3
test:l1:t3:paligned:c5:i1,1,3,11,1,0,3,s3
test:l1:t3:paligned:c15:i3,1,1,11,1,2,3,s3
test:l1:t3:paligned:c20:i4,1,1,11,1,0,1,s3
test:l1:t3:paligned:c30:i6,1,1,11,1,0,1,s3
test:l1:t3:paligned:c35:i7,1,3,11,1,0,3,s3
test:l1:t3:paligned:c45:i9,1,3,11,1,0,3,s3
test:l1:t3:paligned:c50:i10,1,1,11,1,0,1,s3
test:l1:t3:paligned:c60:i12,1,1,11,1,0,1,s3
test:l1:t3:paligned:c0:i13,1,1,11,1,0,1,s3
test:l1:t3:paligned:c10:i15,1,1,11,1,0,1,s3
test:l1:t3:paligned:c15:i16,1,3,11,1,0,3,s3
test:l1:t3:paligned:c25:i18,1,3,11,1,0,3,s3
test:l1:t3:paligned:c30:i19,1,1,11,1,0,1,s3
test:l1:t3:paligned:c40:i21,1,1,11,1,0,1,s3
test:l1:t3:paligned:c45:i22,1,3,11,1,0,3,s3
test:l1:t3:paligned:c55:i24,1,3,11,1,0,3,s3
test:l1:t3:paligned:c60:i25,1,1,11,1,0,1,s3
test:l1:t3:paligned:c5:i27,1,3,11,1,0,3,s3
test:l1:t3:paligned:c10:i28,1,1,11,1,0,1,s3
test:l1:t3:paligned:c20:i30,1,1,11,1,0,1,s3
test:l1:t3:paligned:c25:i31,1,3,11,1,0,3,s3
test:l1:t3:prandomized:c5:i1,1,3,11,1,0,3,s3
test:l1:t3:prandomized:c10:i2,1,1,11,1,0,1,s3
test:l1:t3:prandomized:c20:i4,1,1,11,1,0,1,s3
test:l1:t3:prandomized:c25:i5,1,3,11,1,0,3,s3
test:l1:t3:prandomized:c35:i7,1,3,11,1,0,3,s3
test:l1:t3:prandomized:c40:i8,1,2,11,1,0,2,s3
test:l1:t3:prandomized:c50:i10,1,1,11,1,0,1,s3
test:l1:t3:prandomized:c55:i11,1,3,11,1,0,3,s3
test:l1:t3:prandomized:c0:i13,1,1,11,1,0,1,s3
test:l1:t3:prandomized:c5:i14,1,3,11,1,0,3,s3
test:l1:t3:prandomized:c15:i16,1,3,11,1,0,3,s3
test:l1:t3:prandomized:c20:i17,1,1,11,1,0,1,s3
test:l1:t3:prandomized:c30:i19,1,1,11,1,0,1,s3
test:l1:t3:prandomized:c35:i20,1,3,11,1,0,3,s3
test:l1:t3:prandomized:c45:i22,1,3,11,1,0,3,s3
test:l1:t3:prandomized:c50:i23,1,1,11,1,0,1,s3
test:l1:t3:prandomized:c60:i25,1,1,11,1,0,1,s3
test:l1:t3:prandomized:c0:i26,1,1,11,1,0,1,s3
test:l1:t3:prandomized:c10:i28,1,1,11,1,0,1,s3
test:l1:t3:prandomized:c15:i29,1,3,11,1,0,3,s3
test:l1:t3:prandomized:c25:i31,1,3,11,1,0,3,s3
test:l2:t0:paligned:c0:i0,1,1,11,2,0,1,s3
test:l2:t0:paligned:c10:i2,1,1,11,2,0,1,s3
test:l2:t0:paligned:c15:i3,1,2,11,2,0,2,s3
test:l2:t0:paligned:c25:i5,1,5,11,2,0,5,s3
test:l2:t0:paligned:c30:i6,1,3,11,2,0,3,s3
test:l2:t0:paligned:c40:i8,1,1,11,2,0,1,s3
test:l2:t0:paligned:c45:i9,1,2,11,2,0,2,s3
test:l2:t0:paligned:c55:i11,1,2,11,2,0,2,s3
test:l2:t0:paligned:c60:i12,1,1,11,2,0,1,s3
test:l2:t0:paligned:c5:i14,1,1,11,2,0,1,s3
test:l2:t0:paligned:c10:i15,1,1,11,2,0,1,s3
test:l2:t0:paligned:c20:i17,1,3,11,2,0,3,s3
test:l2:t0:paligned:c25:i18,1,5,11,2,0,5,s3
test:l2:t0:paligned:c35:i20,1,3,11,2,0,3,s3
test:l2:t0:paligned:c40:i21,1,2,11,2,0,2,s3
test:l2:t0:paligned:c50:i23,1,1,11,2,0,1,s3
test:l2:t0:paligned:c55:i24,1,1,11,2,0,1,s3
test:l2:t0:paligned:c0:i26,1,1,11,2,0,1,s3
test:l2:t0:paligned:c5:i27,1,1,11,2,0,1,s3
test:l2:t0:paligned:c15:i29,1,3,11,2,0,3,s3
test:l2:t0:paligned:c20:i30,1,1,11,2,0,1,s3
test:l2:t0:prandomized:c0:i0,1,1,11,2,0,1,s3
test:l2:t0:prandomized:c5:i1,1,1,11,2,0,1,s3
test:l2:t0:prandomized:c15:i3,1,1,11,2,0,1,s3
test:l2:t0:prandomized:c20:i4,1,1,11,2,0,1,s3
test:l2:t0:prandomized:c30:i6,1,3,11,2,0,3,s3
test:l2:t0:prandomized:c35:i7,1,3,11,2,0,3,s3
test:l2:t0:prandomized:c45:i9,1,2,11,2,0,2,s3
test:l2:t0:prandomized:c50:i10,1,1,11,2,0,1,s3
test:l2:t0:prandomized:c60:i12,1,3,11,2,0,3,s3
test:l2:t0:prandomized:c0:i13,1,1,11,2,0,1,s3
test:l2:t0:prandomized:c10:i15,1,1,11,2,0,1,s3
test:l2:t0:prandomized:c15:i16,1,1,11,2,0,1,s3
test:l2:t0:prandomized:c25:i18,1,3,11,2,0,3,s3
test:l2:t0:prandomized:c30:i19,1,3,11,2,0,3,s3
test:l2:t0:prandomized:c40:i21,1,1,11,2,0,1,s3
test:l2:t0:prandomized:c45:i22,1,1,11,2,0,1,s3
test:l2:t0:prandomized:c55:i24,1,1,11,2,0,1,s3
test:l2:t0:prandomized:c60:i25,1,3,11,2,0,3,s3
test:l2:t0:prandomized:c5:i27,1,1,11,2,0,1,s3
test:l2:t0:prandomized:c10:i28,1,1,11,2,0,1,s3
test:l2:t0:prandomized:c20:i30,1,3,11,2,0,3,s3
test:l2:t0:prandomized:c25:i31,1,3,11,2,0,3,s3
test:l2:t1:paligned:c5:i1,1,1,11,2,0,1,s3
test:l2:t1:paligned:c10:i2,1,1,11,2,0,1,s3
test:l2:t1:paligned:c20:i4,1,1,11,2,0,1,s3
test:l2:t1:paligned:c25:i5,1,5,11,2,0,5,s3
test:l2:t1:paligned:c35:i7,1,3,11,2,0,3,s3
test:l2:t1:paligned:c40:i8,1,1,11,2,0,1,s3
test:l2:t1:paligned:c50:i10,1,1,11,2,0,1,s3
test:l2:t1:paligned:c55:i11,1,1,11,2,0,1,s3
test:l2:t1:paligned:c0:i13,1,1,11,2,0,1,s3
test:l2:t1:paligned:c5:i14,1,1,11,2,0,1,s3
test:l2:t1:paligned:c15:i16,1,1,11,2,0,1,s3
test:l2:t1:paligned:c20:i17,1,3,11,2,0,3,s3
test:l2:t1:paligned:c30:i19,1,3,11,2,0,3,s3
test:l2:t1:paligned:c35:i20,1,3,11,2,0,3,s3
test:l2:t1:paligned:c45:i22,1,1,11,2,0,1,s3
test:l2:t1:paligned:c50:i23,1,1,11,2,0,1,s3
test:l2:t1:paligned:c60:i25,1,3,11,2,0,3,s3
test:l2:t1:paligned:c0:i26,1,1,11,2,0,1,s3
test:l2:t1:paligned:c10:i28,1,1,11,2,0,1,s3
test:l2:t1:paligned:c15:i29,1,3,11,2,0,3,s3
test:l2:t1:paligned:c25:i31,1,3,11,2,0,3,s3
test:l2:t1:prandomized:c0:i0,1,1,11,2,0,1,s3
test:l2:t1:prandomized:c10:i2,1,1,11,2,0,1,s3
test:l2:t1:prandomized:c15:i3,1,1,11,2,0,1,s3
test:l2:t1:prandomized:c25:i5,1,5,11,2,0,5,s3
test:l2:t1:prandomized:c30:i6,1,3,11,2,0,3,s3
test:l2:t1:prandomized:c40:i8,1,1,11,2,0,1,s3
test:l2:t1:prandomized:c45:i9,1,2,11,2,0,2,s3
test:l2:t1:prandomized:c55:i11,1,1,11,2,0,1,s3
test:l2:t1:prandomized:c60:i12,1,3,11,2,0,3,s3
test:l2:t1:prandomized:c5:i14,1,1,11,2,0,1,s3
test:l2:t1:prandomized:c10:i15,1,1,11,2,0,1,s3
test:l2:t1:prandomized:c20:i17,1,3,11,2,0,3,s3
test:l2:t1:prandomized:c25:i18,1,3,11,2,0,3,s3
test:l2:t1:prandomized:c35:i20,1,3,11,2,0,3,s3
test:l2:t1:prandomized:c40:i21,1,1,11,2,0,1,s3
test:l2:t1:prandomized:c50:i23,1,1,11,2,0,1,s3
test:l2:t1:prandomized:c55:i24,1,1,11,2,0,1,s3
test:l2:t1:prandomized:c0:i26,1,1,11,2,0,1,s3
test:l2:t1:prandomized:c5:i27,1,1,11,2,0,1,s3
test:l2:t1:prandomized:c15:i29,1,3,11,2,0,3,s3
test:l2:t1:prandomized:c20:i30,1,1,11,2,0,1,s3
test:l2:t2:paligned:c0:i0,1,1,11,2,0,1,s3
test:l2:t2:paligned:c5:i1,1,1,11,2,0,1,s3
test:l2:t2:paligned:c15:i3,1,1,11,2,0,1,s3
test:l2:t2:paligned:c20:i4,1,1,11,2,0,1,s3
test:l2:t2:paligned:c30:i6,1,3,11,2,0,3,s3
test:l2:t2:paligned:c35:i7,1,3,11,2,0,3,s3
test:l2:t2:paligned:c45:i9,1,2,11,2,0,2,s3
test:l2:t2:paligned:c50:i10,1,1,11,2,0,1,s3
test:l2:t2:paligned:c60:i12,1,1,11,2,2,3,s3
test:l2:t2:paligned:c0:i13,1,1,11,2,0,1,s3
test:l2:t2:paligned:c10:i15,1,1,11,2,0,1,s3
test:l2:t2:paligned:c15:i16,1,1,11,2,0,1,s3
test:l2:t2:paligned:c25:i18,1,5,11,2,0,5,s3
test:l2:t2:paligned:c30:i19,1,3,11,2,0,3,s3
test:l2:t2:paligned:c40:i21,1,2,11,2,0,2,s3
test:l2:t2:paligned:c45:i22,1,1,11,2,0,1,s3
test:l2:t2:paligned:c55:i24,1,1,11,2,0,1,s3
test:l2:t2:paligned:c60:i25,1,3,11,2,0,3,s3
test:l2:t2:paligned:c5:i27,1,1,11,2,0,1,s3
test:l2:t2:paligned:c10:i28,1,1,11,2,0,1,s3
test:l2:t2:paligned:c20:i30,1,3,11,2,0,3,s3
test:l2:t2:paligned:c25:i31,1,3,11,2,0,3,s3
test:l2:t2:prandomized:c5:i1,1,1,11,2,0,1,s3
test:l2:t2:prandomized:c10:i2,1,1,11,2,0,1,s3
test:l2:t2:prandomized:c20:i4,1,1,11,2,0,1,s3
test:l2:t2:prandomized:c25:i5,1,5,11,2,0,5,s3
test:l2:t2:prandomized:c35:i7,1,3,11,2,0,3,s3
test:l2:t2:prandomized:c40:i8,1,1,11,2,0,1,s3
test:l2:t2:prandomized:c50:i10,1,1,11,2,0,1,s3
test:l2:t2:prandomized:c55:i11,1,1,11,2,0,1,s3
test:l2:t2:prandomized:c0:i13,1,1,11,2,0,1,s3
test:l2:t2:prandomized:c5:i14,1,1,11,2,0,1,s3
test:l2:t2:prandomized:c15:i16,1,1,11,2,0,1,s3
test:l2:t2:prandomized:c20:i17,1,3,11,2,0,3,s3
test:l2:t2:prandomized:c30:i19,1,3,11,2,0,3,s3
test:l2:t2:prandomized:c35:i20,1,3,11,2,0,3,s3
test:l2:t2:prandomized:c45:i22,1,1,11,2,0,1,s3
test:l2:t2:prandomized:c50:i23,1,1,11,2,0,1,s3
test:l2:t2:prandomized:c60:i25,1,3,11,2,0,3,s3
test:l2:t2:prandomized:c0:i26,1,1,11,2,0,1,s3
test:l2:t2:prandomized:c10:i28,1,1,11,2,0,1,s3
test:l2:t2:prandomized:c15:i29,1,2,11,2,0,2,s3
test:l2:t2:prandomized:c25:i31,1,5,11,2,0,5,s3
test:l2:t3:paligned:c0:i0,1,1,11,2,0,1,s3
test:l2:t3:paligned:c10:i2,1,1,11,2,0,1,s3
test:l2:t3:paligned:c15:i3,1,1,11,2,0,1,s3
test:l2:t3:paligned:c25:i5,1,5,11,2,0,5,s3
test:l2:t3:paligned:c30:i6,1,3,11,2,0,3,s3
test:l2:t3:paligned:c40:i8,1,1,11,2,0,1,s3
test:l2:t3:paligned:c45:i9,1,2,11,2,0,2,s3
test:l2:t3:paligned:c55:i11,1,1,11,2,0,1,s3
test:l2:t3:paligned:c60:i12,1,3,11,2,0,3,s3
test:l2:t3:paligned:c5:i14,1,1,11,2,0,1,s3
test:l2:t3:paligned:c10:i15,1,1,11,2,0,1,s3
test:l2:t3:paligned:c20:i17,1,3,11,2,0,3,s3
test:l2:t3:paligned:c25:i18,1,3,11,2,2,5,s3
test:l2:t3:paligned:c35:i20,1,3,11,2,0,3,s3
test:l2:t3:paligned:c40:i21,1,1,11,2,0,1,s3
test:l2:t3:paligned:c50:i23,1,1,11,2,0,1,s3
test:l2:t3:paligned:c55:i24,1,1,11,2,0,1,s3
test:l2:t3:paligned:c0:i26,1,1,11,2,0,1,s3
test:l2:t3:paligned:c5:i27,1,1,11,2,0,1,s3
test:l2:t3:paligned:c15:i29,1,3,11,2,0,3,s3
test:l2:t3:paligned:c20:i30,1,3,11,2,0,3,s3
test:l2:t3:prandomized:c0:i0,1,1,11,2,0,1,s3
test:l2:t3:prandomized:c5:i1,1,1,11,2,0,1,s3
test:l2:t3:prandomized:c15:i3,1,2,11,2,0,2,s3
test:l2:t3:prandomized:c20:i4,1,1,11,2,0,1,s3
test:l2:t3:prandomized:c30:i6,1,3,11,2,0,3,s3
test:l2:t3:prandomized:c35:i7,1,3,11,2,0,3,s3
test:l2:t3:prandomized:c45:i9,1,2,11,2,0,2,s3
test:l2:t3:prandomized:c50:i10,1,1,11,2,0,1,s3
test:l2:t3:prandomized:c60:i12,1,3,11,2,0,3,s3
test:l2:t3:prandomized:c0:i13,1,2,11,2,0,2,s3
test:l2:t3:prandomized:c10:i15,1,1,11,2,0,1,s3
test:l2:t3:prandomized:c15:i16,1,1,11,2,0,1,s3
test:l2:t3:prandomized:c25:i18,1,5,11,2,0,5,s3
test:l2:t3:prandomized:c30:i19,1,3,11,2,0,3,s3
test:l2:t3:prandomized:c40:i21,1,1,11,2,0,1,s3
test:l2:t3:prandomized:c45:i22,1,1,11,2,0,1,s3
test:l2:t3:prandomized:c55:i24,0,1,11,2,-1,-1,s3
test:l2:t3:prandomized:c60:i25,1,3,11,2,0,3,s3
test:l2:t3:prandomized:c5:i27,1,1,11,2,6,7,s3
test:l2:t3:prandomized:c10:i28,1,1,11,2,0,1,s3
test:l2:t3:prandomized:c20:i30,1,3,11,2,0,3,s3
test:l2:t3:prandomized:c25:i31,1,3,11,2,2,5,s3
test:l3:t0:paligned:c5:i1,1,2,11,3,8,10,s3
test:l3:t0:paligned:c10:i2,1,2,11,3,8,10,s3
test:l3:t0:paligned:c20:i4,1,3,11,3,0,3,s3
test:l3:t0:paligned:c25:i5,1,3,11,3,0,3,s3
test:l3:t0:paligned:c35:i7,1,3,11,3,0,3,s3
test:l3:t0:paligned:c40:i8,1,3,11,3,0,3,s3
test:l3:t0:paligned:c50:i10,1,3,11,3,0,3,s3
test:l3:t0:paligned:c55:i11,1,3,11,3,0,3,s3
test:l3:t0:paligned:c0:i13,1,10,11,3,0,10,s3
test:l3:t0:paligned:c5:i14,1,2,11,3,8,10,s3
test:l3:t0:paligned:c15:i16,1,2,11,3,8,10,s3
test:l3:t0:paligned:c20:i17,1,3,11,3,0,3,s3
test:l3:t0:paligned:c30:i19,1,3,11,3,0,3,s3
test:l3:t0:paligned:c35:i20,1,3,11,3,0,3,s3
test:l3:t0:paligned:c45:i22,1,3,11,3,0,3,s3
test:l3:t0:paligned:c50:i23,1,3,11,3,0,3,s3
test:l3:t0:paligned:c60:i25,1,2,11,3,0,2,s3
test:l3:t0:paligned:c0:i26,1,10,11,3,0,10,s3
test:l3:t0:paligned:c10:i28,1,10,11,3,0,10,s3
test:l3:t0:paligned:c15:i29,1,10,11,3,0,10,s3
test:l3:t0:paligned:c25:i31,1,3,11,3,0,3,s3
test:l3:t0:prandomized:c0:i0,1,2,11,3,8,10,s3
test:l3:t0:prandomized:c10:i2,1,2,11,3,8,10,s3
test:l3:t0:prandomized:c15:i3,1,2,11,3,6,8,s3
test:l3:t0:prandomized:c25:i5,1,3,11,3,0,3,s3
test:l3:t0:prandomized:c30:i6,1,3,11,3,0,3,s3
test:l3:t0:prandomized:c40:i8,1,3,11,3,0,3,s3
test:l3:t0:prandomized:c45:i9,1,3,11,3,0,3,s3
test:l3:t0:prandomized:c55:i11,1,3,11,3,0,3,s3
test:l3:t0:prandomized:c60:i12,1,3,11,3,0,3,s3
test:l3:t0:prandomized:c5:i14,1,10,11,3,0,10,s3
test:l3:t0:prandomized:c10:i15,1,10,11,3,0,10,s3
test:l3:t0:prandomized:c20:i17,1,3,11,3,0,3,s3
test:l3:t0:prandomized:c25:i18,1,3,11,3,0,3,s3
test:l3:t0:prandomized:c35:i20,1,3,11,3,0,3,s3
test:l3:t0:prandomized:c40:i21,1,3,11,3,0,3,s3
